entity_type,id,parent_id,building_code,building_name,floor,room_no,name,category,features,note
room,room:building:3-3:3층:313호:조경학과 학과사무실·조교 연락처,floor:building:3-3:3층,3-3,농업생명과학대학 3호관,3층,313호,조경학과 학과사무실·조교 연락처,행정공간,,
room,room:building:3-3:4층:401호:세척실,floor:building:3-3:4층,3-3,농업생명과학대학 3호관,4층,401호,세척실,실험·연구공간,,
room,room:building:3-3:4층:403~404호:학생회실,floor:building:3-3:4층,3-3,농업생명과학대학 3호관,4층,403~404호,학생회실,학생·공용공간,,
room,room:building:3-3:4층:415호:일반동물학실험실,floor:building:3-3:4층,3-3,농업생명과학대학 3호관,4층,415호,일반동물학실험실,실험·연구공간,,
room,room:building:3-3:4층:416호:시험강의실,floor:building:3-3:4층,3-3,농업생명과학대학 3호관,4층,416호,시험강의실,교육공간,,
room,room:building:3-3:4층:414호:현미경준비실,floor:building:3-3:4층,3-3,농업생명과학대학 3호관,4층,414호,현미경준비실,실험·연구공간,,
room,room:building:3-4:전체:도면 참조:공식 대학안내 페이지의 층별 안내 링크가 404로 확인되어 세부 층별 정보 미수록,floor:building:3-4:전체,3-4,농업생명과학대학 4호관,전체,도면 참조,공식 대학안내 페이지의 층별 안내 링크가 404로 확인되어 세부 층별 정보 미수록,기타/도면 표기,,
room,room:building:3-4:전체:418호:농업경제학전공 학과사무실·조교 연락처,floor:building:3-4:전체,3-4,농업생명과학대학 4호관,전체,418호,농업경제학전공 학과사무실·조교 연락처,행정공간,,
room,room:building:8-1:1층:104호:경상대학 행정실·학장실·부학장실,floor:building:8-1:1층,8-1,경상대학 1호관,1층,104호,경상대학 행정실·학장실·부학장실,행정공간,,
room,room:building:8-1:1층:108호:경상대학 학생회실,floor:building:8-1:1층,8-1,경상대학 1호관,1층,108호,경상대학 학생회실,학생·공용공간,,
room,room:building:8-1:1층:122호:강의실,floor:building:8-1:1층,8-1,경상대학 1호관,1층,122호,강의실,교육공간,,
room,room:building:8-1:3층:312호:안근배 경영학과 교수연구실,floor:building:8-1:3층,8-1,경상대학 1호관,3층,312호,안근배 경영학과 교수연구실,연구공간,,
room,room:building:8-1:3층:317호:회계학과 비전임교원 공동연구실,floor:building:8-1:3층,8-1,경상대학 1호관,3층,317호,회계학과 비전임교원 공동연구실,연구공간,,
room,room:building:8-1:4층:412호:GM 동아리실,floor:building:8-1:4층,8-1,경상대학 1호관,4층,412호,GM 동아리실,학생·공용공간,,
room,room:building:8-1:4층:413호:들풀 동아리실,floor:building:8-1:4층,8-1,경상대학 1호관,4층,413호,들풀 동아리실,학생·공용공간,,
room,room:building:8-1:4층:415호:푸른나라 동아리실,floor:building:8-1:4층,8-1,경상대학 1호관,4층,415호,푸른나라 동아리실,학생·공용공간,,
room,room:building:8-1:4층:416호:가온 동아리실,floor:building:8-1:4층,8-1,경상대학 1호관,4층,416호,가온 동아리실,학생·공용공간,,
room,room:building:8-2:1층:106호:무역학과 대학원 사무실 안내표기,floor:building:8-2:1층,8-2,경상대학 2호관,1층,106호,무역학과 대학원 사무실 안내표기,행정공간,,
room,room:building:8-2:2층:213호:회계학과 사무실·조교실,floor:building:8-2:2층,8-2,경상대학 2호관,2층,213호,회계학과 사무실·조교실,행정공간,,
room,room:building:8-2:2층:214호:경영교육혁신센터·조교실,floor:building:8-2:2층,8-2,경상대학 2호관,2층,214호,경영교육혁신센터·조교실,지원공간,,
room,room:building:8-2:2층:215호:경영학과 사무실·조교실,floor:building:8-2:2층,8-2,경상대학 2호관,2층,215호,경영학과 사무실·조교실,행정공간,,
room,room:building:8-2:3층:301호:국제무역학과 사무실·조교실,floor:building:8-2:3층,8-2,경상대학 2호관,3층,301호,국제무역학과 사무실·조교실,행정공간,,
room,room:building:8-2:3층:315호:경제학부 사무실·조교실,floor:building:8-2:3층,8-2,경상대학 2호관,3층,315호,경제학부 사무실·조교실,행정공간,,
room,room:building:8-2:4층:402호:강의·특강 공간,floor:building:8-2:4층,8-2,경상대학 2호관,4층,402호,강의·특강 공간,교육공간,,
room,room:building:8-3:1층:104호:대학원 오리엔테이션·강의 공간,floor:building:8-3:1층,8-3,경상대학 3호관,1층,104호,대학원 오리엔테이션·강의 공간,교육공간,,
room,room:building:8-3:1층:111호:남기만 회계학과 교수연구실,floor:building:8-3:1층,8-3,경상대학 3호관,1층,111호,남기만 회계학과 교수연구실,연구공간,,
room,room:building:8-3:1층:112호:전경민 회계학과 교수연구실,floor:building:8-3:1층,8-3,경상대학 3호관,1층,112호,전경민 회계학과 교수연구실,연구공간,,
room,room:building:8-3:1층:113호:주영찬 경영학과 교수연구실,floor:building:8-3:1층,8-3,경상대학 3호관,1층,113호,주영찬 경영학과 교수연구실,연구공간,,
room,room:building:8-3:1층:114호:이윤 국제무역학과 교수연구실,floor:building:8-3:1층,8-3,경상대학 3호관,1층,114호,이윤 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:1층:115호:이우재 회계학과 교수연구실,floor:building:8-3:1층,8-3,경상대학 3호관,1층,115호,이우재 회계학과 교수연구실,연구공간,,
room,room:building:8-3:1층:117호:손진영 경제학부 교수연구실,floor:building:8-3:1층,8-3,경상대학 3호관,1층,117호,손진영 경제학부 교수연구실,연구공간,,
room,room:building:8-3:2층:209호:박삼복 회계학과 교수연구실,floor:building:8-3:2층,8-3,경상대학 3호관,2층,209호,박삼복 회계학과 교수연구실,연구공간,,
room,room:building:8-3:2층:211호:류한얼 국제무역학과 교수연구실,floor:building:8-3:2층,8-3,경상대학 3호관,2층,211호,류한얼 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:2층:212호:임태균 회계학과 교수연구실,floor:building:8-3:2층,8-3,경상대학 3호관,2층,212호,임태균 회계학과 교수연구실,연구공간,,
room,room:building:8-3:2층:213호:박상준 경영학과 교수연구실,floor:building:8-3:2층,8-3,경상대학 3호관,2층,213호,박상준 경영학과 교수연구실,연구공간,,
room,room:building:8-3:2층:214호:조동희 경제학부 교수연구실,floor:building:8-3:2층,8-3,경상대학 3호관,2층,214호,조동희 경제학부 교수연구실,연구공간,,
room,room:building:8-3:2층:215호:한규식 경영학과 교수연구실,floor:building:8-3:2층,8-3,경상대학 3호관,2층,215호,한규식 경영학과 교수연구실,연구공간,,
room,room:building:8-3:2층:216호:최용재 국제무역학과 교수연구실,floor:building:8-3:2층,8-3,경상대학 3호관,2층,216호,최용재 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:3층:301호:성지영 경영학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,301호,성지영 경영학과 교수연구실,연구공간,,
room,room:building:8-3:3층:304호:김승운 경영학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,304호,김승운 경영학과 교수연구실,연구공간,,
room,room:building:8-3:3층:305호:김하영 경제학부 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,305호,김하영 경제학부 교수연구실,연구공간,,
room,room:building:8-3:3층:306호:김종희 경제학부 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,306호,김종희 경제학부 교수연구실,연구공간,,
room,room:building:8-3:3층:307호:이상영 경영학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,307호,이상영 경영학과 교수연구실,연구공간,,
room,room:building:8-3:3층:308호:심재훈 국제무역학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,308호,심재훈 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:3층:309호:윤만식 경영학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,309호,윤만식 경영학과 교수연구실,연구공간,,
room,room:building:8-3:3층:310호:정호진 경제학부 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,310호,정호진 경제학부 교수연구실,연구공간,,
room,room:building:8-3:3층:311호:노산하 경제학부 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,311호,노산하 경제학부 교수연구실,연구공간,,
room,room:building:8-3:3층:312호:김인수 경제학부 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,312호,김인수 경제학부 교수연구실,연구공간,,
room,room:building:8-3:3층:317호:곽은혜 경제학부 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,317호,곽은혜 경제학부 교수연구실,연구공간,,
room,room:building:8-3:3층:318호:선종학 경영학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,318호,선종학 경영학과 교수연구실,연구공간,,
room,room:building:8-3:3층:319호:석준호 국제무역학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,319호,석준호 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:3층:320호:고수일 경영학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,320호,고수일 경영학과 교수연구실,연구공간,,
room,room:building:8-3:3층:321호:이상노 회계학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,321호,이상노 회계학과 교수연구실,연구공간,,
room,room:building:8-3:3층:322호:최백렬 국제무역학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,322호,최백렬 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:3층:323호:최창곤 경제학부 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,323호,최창곤 경제학부 교수연구실,연구공간,,
room,room:building:8-3:3층:324호:안정규 경영학과 교수연구실,floor:building:8-3:3층,8-3,경상대학 3호관,3층,324호,안정규 경영학과 교수연구실,연구공간,,
room,room:building:8-3:4층:402호:심갑용 회계학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,402호,심갑용 회계학과 교수연구실,연구공간,,
room,room:building:8-3:4층:403호:권용주 경영학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,403호,권용주 경영학과 교수연구실,연구공간,,
room,room:building:8-3:4층:404호:최경숙 국제무역학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,404호,최경숙 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:4층:405호:김애경 경영학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,405호,김애경 경영학과 교수연구실,연구공간,,
room,room:building:8-3:4층:406호:이치송 경영학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,406호,이치송 경영학과 교수연구실,연구공간,,
room,room:building:8-3:4층:407호:한방울 국제무역학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,407호,한방울 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:4층:408호:윤경환 국제무역학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,408호,윤경환 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:4층:409호:황원식 경제학부 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,409호,황원식 경제학부 교수연구실,연구공간,,
room,room:building:8-3:4층:410호:황운중 국제무역학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,410호,황운중 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:4층:411호:김영민 국제무역학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,411호,김영민 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:4층:412호:노상윤 회계학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,412호,노상윤 회계학과 교수연구실,연구공간,,
room,room:building:8-3:4층:417호:채연주 경영학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,417호,채연주 경영학과 교수연구실,연구공간,,
room,room:building:8-3:4층:418호:조아현 국제무역학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,418호,조아현 국제무역학과 교수연구실,연구공간,,
room,room:building:8-3:4층:419호:채준호 경영학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,419호,채준호 경영학과 교수연구실,연구공간,,
room,room:building:8-3:4층:420호:김재희 경영학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,420호,김재희 경영학과 교수연구실,연구공간,,
room,room:building:8-3:4층:421호:유소이 경영학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,421호,유소이 경영학과 교수연구실,연구공간,,
room,room:building:8-3:4층:422호:박윤서 경영학과 교수연구실,floor:building:8-3:4층,8-3,경상대학 3호관,4층,422호,박윤서 경영학과 교수연구실,연구공간,,
room,room:building:6-1:3층:302호:독어교육과 사무실·조교,floor:building:6-1:3층,6-1,사범대학 본관,3층,302호,독어교육과 사무실·조교,행정공간,,
room,room:building:6-1:3층:323호:영어교육과 사무실·조교,floor:building:6-1:3층,6-1,사범대학 본관,3층,323호,영어교육과 사무실·조교,행정공간,,
room,room:building:6-1:4층:403호:수학교육과 사무실·조교,floor:building:6-1:4층,6-1,사범대학 본관,4층,403호,수학교육과 사무실·조교,행정공간,,
room,room:building:6-1:4층:423호:국어교육과 사무실·조교,floor:building:6-1:4층,6-1,사범대학 본관,4층,423호,국어교육과 사무실·조교,행정공간,,
room,room:building:6-3:1층:113호:화학교육과 사무실·조교,floor:building:6-3:1층,6-3,사범대학 과학관,1층,113호,화학교육과 사무실·조교,행정공간,,
room,room:building:6-3:1층:115호:물리교육과 사무실·조교,floor:building:6-3:1층,6-3,사범대학 과학관,1층,115호,물리교육과 사무실·조교,행정공간,,
room,room:building:6-3:3층:310-2호:생물교육과 사무실·조교,floor:building:6-3:3층,6-3,사범대학 과학관,3층,310-2호,생물교육과 사무실·조교,행정공간,,
room,room:building:6-3:3층:320호:지구과학교육과 사무실·조교,floor:building:6-3:3층,6-3,사범대학 과학관,3층,320호,지구과학교육과 사무실·조교,행정공간,,
room,room:building:4-3:2층:204호:교육학과 사무실·조교,floor:building:4-3:2층,4-3,진수당,2층,204호,교육학과 사무실·조교,행정공간,,
room,room:building:4-3:3층:311호:윤리교육과 사무실·조교,floor:building:4-3:3층,4-3,진수당,3층,311호,윤리교육과 사무실·조교,행정공간,,
